Geneid	Chr	Start	End	Strand	Length	Mnt_Ac4_S8
PFLU_2981	NC_012660.1	3250360	3251280	+	921	347
PFLU_2982	NC_012660.1	3251361	3251588	+	228	29
PFLU_2983	NC_012660.1	3251604	3251882	-	279	62
PFLU_2984	NC_012660.1	3252028	3252210	-	183	655
PFLU_2985	NC_012660.1	3252521	3253357	+	837	4328
PFLU_2986	NC_012660.1	3253466	3254821	+	1356	1928
PFLU_2987	NC_012660.1	3254828	3255832	-	1005	150
PFLU_2988	NC_012660.1	3256003	3256932	+	930	273
PFLU_2989	NC_012660.1	3257080	3257640	+	561	1055
PFLU_2990	NC_012660.1	3257771	3259333	+	1563	139
PFLU_2991	NC_012660.1	3259390	3259908	-	519	241
PFLU_2991A	NC_012660.1	3260104	3260637	+	534	284
PFLU_2993	NC_012660.1	3260767	3261129	-	363	515
PFLU_2994	NC_012660.1	3261331	3262902	-	1572	307
PFLU_2995	NC_012660.1	3262969	3263835	-	867	37
PFLU_2996	NC_012660.1	3263838	3264833	+	996	50
PFLU_2997	NC_012660.1	3265081	3266154	+	1074	893
PFLU_2998	NC_012660.1	3266220	3267119	-	900	204
PFLU_2999	NC_012660.1	3267274	3268281	-	1008	571
PFLU_3000	NC_012660.1	3268364	3269263	-	900	230
PFLU_3001	NC_012660.1	3269365	3270066	+	702	138
PFLU_3002	NC_012660.1	3270127	3271434	-	1308	315
PFLU_3003	NC_012660.1	3271596	3272699	+	1104	460
PFLU_3004	NC_012660.1	3272794	3273933	+	1140	414
PFLU_3005	NC_012660.1	3273936	3275045	-	1110	256
PFLU_3006	NC_012660.1	3275045	3276226	-	1182	247
PFLU_3007	NC_012660.1	3276253	3277125	-	873	283
PFLU_3008	NC_012660.1	3277231	3278199	-	969	907
PFLU_3009	NC_012660.1	3278438	3278947	+	510	243
PFLU_3010	NC_012660.1	3278950	3279639	-	690	322
PFLU_3011	NC_012660.1	3279733	3279939	-	207	7
PFLU_3012	NC_012660.1	3279944	3281368	-	1425	298
PFLU_3013	NC_012660.1	3281409	3282059	+	651	98
PFLU_3014	NC_012660.1	3282203	3282874	+	672	817
PFLU_3015	NC_012660.1	3283143	3284540	-	1398	694
PFLU_3016	NC_012660.1	3284702	3285064	-	363	514
PFLU_3017	NC_012660.1	3285248	3288799	+	3552	1127
PFLU_3018	NC_012660.1	3288803	3289630	+	828	328
PFLU_3019	NC_012660.1	3289630	3290232	+	603	364
PFLU_3020	NC_012660.1	3290229	3291419	+	1191	584
PFLU_3021	NC_012660.1	3291502	3291876	+	375	2155
PFLU_3022	NC_012660.1	3291986	3296275	-	4290	1046
PFLU_3023	NC_012660.1	3296450	3298117	-	1668	3596
PFLU_3024	NC_012660.1	3298117	3299616	-	1500	4507
PFLU_3025	NC_012660.1	3299764	3300819	-	1056	525
PFLU_3026	NC_012660.1	3300899	3301789	-	891	443
PFLU_3027	NC_012660.1	3301990	3302754	+	765	1687
PFLU_3028	NC_012660.1	3302770	3303951	+	1182	743
PFLU_3029	NC_012660.1	3303964	3305088	+	1125	1023
PFLU_3030	NC_012660.1	3305103	3305873	+	771	334
PFLU_3031	NC_012660.1	3305975	3307120	-	1146	416
PFLU_3032	NC_012660.1	3307127	3308227	-	1101	660
PFLU_3033	NC_012660.1	3308372	3309157	-	786	27
PFLU_3034	NC_012660.1	3309257	3309505	-	249	38
PFLU_3035	NC_012660.1	3309663	3311282	-	1620	388
PFLU_3036	NC_012660.1	3311289	3312677	-	1389	520
PFLU_3037	NC_012660.1	3312677	3313087	-	411	157
PFLU_3038	NC_012660.1	3313087	3313431	-	345	186
PFLU_3039	NC_012660.1	3313431	3315083	-	1653	638
PFLU_3040	NC_012660.1	3315083	3315964	-	882	2200
PFLU_3041	NC_012660.1	3315967	3317955	-	1989	1354
PFLU_3042	NC_012660.1	3317961	3318983	-	1023	403
PFLU_3043	NC_012660.1	3319397	3320218	+	822	270
PFLU_3044	NC_012660.1	3320330	3321241	+	912	170
PFLU_3045	NC_012660.1	3321671	3322525	-	855	1833
PFLU_3046	NC_012660.1	3322720	3323925	-	1206	181
PFLU_3047	NC_012660.1	3324083	3325693	+	1611	742
PFLU_3048	NC_012660.1	3325760	3326116	-	357	45
PFLU_3049	NC_012660.1	3326216	3326962	+	747	98
PFLU_3050	NC_012660.1	3327250	3327477	+	228	93
PFLU_3051.1	NC_012660.1	3327997	3328842	-	846	236
PFLU_3052	NC_012660.1	3330444	3331367	-	924	98
PFLU_3053	NC_012660.1	3331566	3332600	-	1035	430
PFLU_3054	NC_012660.1	3332994	3333860	-	867	125
PFLU_3055	NC_012660.1	3333860	3334477	-	618	11
PFLU_3057	NC_012660.1	3335293	3336162	+	870	227
PFLU_3059	NC_012660.1	3337301	3338974	-	1674	72
PFLU_3060	NC_012660.1	3339054	3340304	-	1251	55
PFLU_3061	NC_012660.1	3340400	3341701	-	1302	350
PFLU_3062	NC_012660.1	3341831	3343159	-	1329	629
PFLU_3063	NC_012660.1	3343207	3344286	-	1080	125
PFLU_3064	NC_012660.1	3344452	3345339	+	888	144
PFLU_3065	NC_012660.1	3345578	3346942	-	1365	68
PFLU_3066	NC_012660.1	3347019	3348413	-	1395	67
PFLU_3067	NC_012660.1	3348663	3349445	-	783	44
PFLU_3068	NC_012660.1	3349542	3350444	+	903	123
PFLU_3069	NC_012660.1	3350662	3351507	-	846	56
PFLU_3070	NC_012660.1	3351523	3352812	-	1290	368
PFLU_3071	NC_012660.1	3352872	3353291	-	420	36
PFLU_3072	NC_012660.1	3353330	3354466	-	1137	115
PFLU_3073	NC_012660.1	3354653	3355477	+	825	110
PFLU_3074	NC_012660.1	3355627	3356370	+	744	102
PFLU_3075	NC_012660.1	3356370	3357443	+	1074	113
PFLU_3076	NC_012660.1	3357470	3357667	+	198	0
PFLU_3077	NC_012660.1	3357691	3358086	+	396	25
PFLU_3078	NC_012660.1	3358062	3358976	+	915	70
PFLU_3079	NC_012660.1	3358995	3359933	-	939	198
PFLU_3080	NC_012660.1	3360014	3360790	-	777	312
PFLU_3081	NC_012660.1	3360790	3362394	-	1605	357
PFLU_3082	NC_012660.1	3362460	3363065	-	606	171
PFLU_3083	NC_012660.1	3363073	3363528	-	456	42
PFLU_3084	NC_012660.1	3363543	3364583	-	1041	96
PFLU_3085	NC_012660.1	3364596	3365387	-	792	61
PFLU_3086	NC_012660.1	3365418	3366905	-	1488	113
PFLU_3087	NC_012660.1	3366920	3368458	-	1539	169
PFLU_3088	NC_012660.1	3368651	3369451	+	801	222
PFLU_3089	NC_012660.1	3369468	3370790	-	1323	65
PFLU_3090	NC_012660.1	3370797	3372224	-	1428	60
PFLU_3091	NC_012660.1	3372319	3373827	-	1509	141
PFLU_3092	NC_012660.1	3374112	3376160	+	2049	176
PFLU_3093	NC_012660.1	3376229	3377719	+	1491	62
PFLU_3094	NC_012660.1	3377722	3379167	-	1446	204
PFLU_3095	NC_012660.1	3379385	3380350	-	966	704
PFLU_3096	NC_012660.1	3380661	3381917	+	1257	180
PFLU_3097	NC_012660.1	3381948	3383399	+	1452	220
PFLU_3098	NC_012660.1	3383485	3384045	+	561	36
PFLU_3101	NC_012660.1	3385200	3387197	-	1998	233
PFLU_3102	NC_012660.1	3387372	3388301	-	930	446
PFLU_3103	NC_012660.1	3388531	3389730	+	1200	183
PFLU_3104	NC_012660.1	3389721	3395156	+	5436	1237
PFLU_3105	NC_012660.1	3395371	3396237	+	867	527
PFLU_3106	NC_012660.1	3396554	3397906	-	1353	282
PFLU_3107	NC_012660.1	3398032	3398517	-	486	72
PFLU_3108	NC_012660.1	3398625	3399890	+	1266	106
PFLU_3109	NC_012660.1	3399958	3400335	+	378	60
PFLU_3110	NC_012660.1	3400444	3402420	+	1977	678
PFLU_3111	NC_012660.1	3402404	3403303	-	900	210
PFLU_3113	NC_012660.1	3403413	3403850	+	438	198
PFLU_3114	NC_012660.1	3403974	3404546	+	573	211
PFLU_3115	NC_012660.1	3404524	3406020	-	1497	128
PFLU_3116	NC_012660.1	3406039	3407028	-	990	124
PFLU_3117	NC_012660.1	3407053	3407982	-	930	164
PFLU_3118	NC_012660.1	3408020	3408994	-	975	161
PFLU_3119	NC_012660.1	3408990	3410516	-	1527	370
PFLU_3120	NC_012660.1	3410684	3411232	-	549	35
PFLU_3121	NC_012660.1	3411415	3412089	+	675	32
PFLU_3122	NC_012660.1	3412082	3413557	+	1476	43
PFLU_3123	NC_012660.1	3413557	3414228	+	672	21
PFLU_3124	NC_012660.1	3414218	3415024	+	807	42
PFLU_3125	NC_012660.1	3415024	3415665	+	642	240
PFLU_3126	NC_012660.1	3415681	3416340	+	660	350
PFLU_3127	NC_012660.1	3416340	3417704	+	1365	166
PFLU_3128	NC_012660.1	3418045	3419436	+	1392	337
PFLU_3129	NC_012660.1	3419424	3419804	+	381	66
PFLU_3130	NC_012660.1	3419817	3421043	+	1227	179
PFLU_3131	NC_012660.1	3421130	3422479	+	1350	388
PFLU_3131A	NC_012660.1	3422479	3422601	+	123	149
PFLU_3133	NC_012660.1	3422622	3422831	-	210	219
PFLU_3134	NC_012660.1	3422920	3423465	-	546	603
PFLU_3135	NC_012660.1	3423883	3425289	+	1407	178
PFLU_3136	NC_012660.1	3425295	3426242	+	948	159
PFLU_3137	NC_012660.1	3426245	3427222	-	978	274
PFLU_3138	NC_012660.1	3427266	3429518	-	2253	251
PFLU_3139	NC_012660.1	3429518	3431161	-	1644	707
PFLU_3140	NC_012660.1	3431347	3431568	+	222	912
PFLU_3141	NC_012660.1	3431703	3433109	-	1407	459
PFLU_3142	NC_012660.1	3433149	3434480	-	1332	77
PFLU_3143	NC_012660.1	3434480	3435790	-	1311	76
PFLU_3144	NC_012660.1	3435790	3437538	-	1749	105
PFLU_3145	NC_012660.1	3437645	3438016	-	372	128
PFLU_3146	NC_012660.1	3438063	3439493	-	1431	1464
PFLU_3147	NC_012660.1	3439862	3440962	-	1101	442
PFLU_3148	NC_012660.1	3440975	3442336	-	1362	85
PFLU_3149	NC_012660.1	3442536	3443318	+	783	176
PFLU_3150	NC_012660.1	3443625	3444701	-	1077	138
PFLU_3151	NC_012660.1	3444765	3445103	-	339	16
PFLU_3152	NC_012660.1	3445133	3446536	-	1404	96
PFLU_3153	NC_012660.1	3446589	3447395	-	807	81
PFLU_3154	NC_012660.1	3447657	3447926	+	270	684
PFLU_3155	NC_012660.1	3448011	3450455	-	2445	341
PFLU_3156	NC_012660.1	3450675	3451367	+	693	203
PFLU_3157	NC_012660.1	3451521	3453164	-	1644	5014
PFLU_3158	NC_012660.1	3453274	3454677	-	1404	412
PFLU_3159	NC_012660.1	3454677	3456098	-	1422	188
PFLU_3160	NC_012660.1	3456805	3457824	-	1020	4645
PFLU_3161	NC_012660.1	3458072	3458983	+	912	177
PFLU_3162	NC_012660.1	3459468	3459671	+	204	23
PFLU_3163	NC_012660.1	3459794	3460063	-	270	101
PFLU_3165	NC_012660.1	3460307	3460993	+	687	69
PFLU_3166	NC_012660.1	3461007	3461387	+	381	39
PFLU_3167	NC_012660.1	3461447	3461830	+	384	83
PFLU_3168	NC_012660.1	3461878	3462324	+	447	86
PFLU_3169	NC_012660.1	3462384	3462959	+	576	205
PFLU_3170	NC_012660.1	3462962	3463138	-	177	5
PFLU_3171	NC_012660.1	3463273	3464013	-	741	80
PFLU_3172	NC_012660.1	3464085	3465185	-	1101	21
PFLU_3173	NC_012660.1	3465240	3465818	-	579	48
PFLU_3175	NC_012660.1	3466331	3466999	+	669	317
PFLU_3176	NC_012660.1	3467039	3468238	-	1200	583
PFLU_3177	NC_012660.1	3468534	3469202	+	669	129
PFLU_3178	NC_012660.1	3469202	3469864	+	663	86
PFLU_3179	NC_012660.1	3469867	3470478	-	612	2361
PFLU_3179A	NC_012660.1	3470600	3471472	+	873	340
PFLU_3181	NC_012660.1	3471551	3472006	-	456	10
PFLU_3182	NC_012660.1	3472220	3473236	-	1017	83
PFLU_3183	NC_012660.1	3473309	3473689	-	381	32
PFLU_3184	NC_012660.1	3473761	3474798	-	1038	67
PFLU_3185	NC_012660.1	3474911	3475297	+	387	270
PFLU_3186	NC_012660.1	3475460	3477187	-	1728	120
PFLU_3187	NC_012660.1	3477374	3478630	-	1257	233
PFLU_3188	NC_012660.1	3478746	3479168	-	423	36
PFLU_3190	NC_012660.1	3480110	3480856	-	747	132
PFLU_3191	NC_012660.1	3480866	3493204	-	12339	796
PFLU_3192	NC_012660.1	3493241	3494959	-	1719	62
PFLU_3193	NC_012660.1	3495521	3498196	-	2676	3242
PFLU_3194	NC_012660.1	3498275	3498997	-	723	1593
PFLU_3195	NC_012660.1	3499030	3500472	-	1443	1648
PFLU_3196	NC_012660.1	3500472	3501338	-	867	1794
PFLU_3197	NC_012660.1	3501329	3501757	-	429	838
PFLU_3198	NC_012660.1	3501807	3503633	-	1827	1735
PFLU_3199	NC_012660.1	3503667	3504884	-	1218	3460
PFLU_3200	NC_012660.1	3504884	3505114	-	231	313
PFLU_3201	NC_012660.1	3505161	3506186	-	1026	4099
PFLU_3202	NC_012660.1	3506246	3507139	-	894	25315
PFLU_3203	NC_012660.1	3507290	3507868	+	579	340
PFLU_3204	NC_012660.1	3508151	3509083	-	933	590
PFLU_3205	NC_012660.1	3509178	3509606	+	429	1
PFLU_3206	NC_012660.1	3509652	3510707	+	1056	64
PFLU_3207	NC_012660.1	3510791	3511657	+	867	29
PFLU_3208	NC_012660.1	3511841	3513355	+	1515	200
PFLU_3209	NC_012660.1	3513435	3514025	+	591	83
PFLU_3210	NC_012660.1	3514092	3514751	+	660	95
PFLU_3211	NC_012660.1	3514751	3516004	+	1254	130
PFLU_3212	NC_012660.1	3516026	3517315	+	1290	291
PFLU_3213	NC_012660.1	3517346	3519025	+	1680	174
PFLU_3214	NC_012660.1	3519025	3519612	+	588	57
PFLU_3215	NC_012660.1	3519653	3522760	-	3108	184
PFLU_3216	NC_012660.1	3522765	3523901	-	1137	168
PFLU_3217	NC_012660.1	3523969	3525450	-	1482	313
PFLU_3218	NC_012660.1	3525502	3527559	-	2058	1425
PFLU_3219	NC_012660.1	3527807	3528790	+	984	379
PFLU_3220	NC_012660.1	3528802	3532170	+	3369	749
PFLU_3221	NC_012660.1	3532170	3533234	+	1065	254
PFLU_3222	NC_012660.1	3533272	3536280	+	3009	283
PFLU_3223	NC_012660.1	3536330	3550237	+	13908	2480
PFLU_3224	NC_012660.1	3550280	3560356	+	10077	2110
PFLU_3225	NC_012660.1	3560356	3564099	+	3744	1158
PFLU_3226	NC_012660.1	3564103	3565731	+	1629	291
PFLU_3227	NC_012660.1	3565728	3566408	-	681	365
PFLU_3228	NC_012660.1	3566608	3568308	+	1701	194
PFLU_3229	NC_012660.1	3569323	3570462	+	1140	99
PFLU_3230	NC_012660.1	3570534	3571739	-	1206	41
PFLU_3231	NC_012660.1	3571742	3573157	-	1416	44
PFLU_3232	NC_012660.1	3573157	3575520	-	2364	101
PFLU_3233	NC_012660.1	3575520	3576104	-	585	20
PFLU_3234	NC_012660.1	3576058	3577221	-	1164	52
PFLU_3235	NC_012660.1	3577227	3578189	-	963	190
PFLU_3236	NC_012660.1	3578201	3578647	-	447	91
PFLU_3237	NC_012660.1	3578794	3579177	+	384	112
PFLU_3238	NC_012660.1	3579190	3579618	-	429	258
PFLU_3239	NC_012660.1	3579700	3580158	+	459	15
PFLU_3240	NC_012660.1	3580158	3580766	+	609	10
PFLU_3241	NC_012660.1	3581163	3581558	-	396	49
PFLU_3242	NC_012660.1	3581577	3582374	-	798	46
PFLU_3242A	NC_012660.1	3582557	3582811	-	255	24
PFLU_3243	NC_012660.1	3583165	3583746	-	582	62
PFLU_3244	NC_012660.1	3583746	3584003	-	258	48
PFLU_3245	NC_012660.1	3584190	3584618	-	429	346
PFLU_3246	NC_012660.1	3584621	3596794	-	12174	1379
PFLU_3247	NC_012660.1	3596831	3598549	-	1719	131
PFLU_3248	NC_012660.1	3599110	3599406	+	297	253
PFLU_3249	NC_012660.1	3599391	3600890	+	1500	315
PFLU_3250	NC_012660.1	3600893	3602125	+	1233	92
PFLU_3251	NC_012660.1	3602125	3602727	+	603	1360
PFLU_3252	NC_012660.1	3602965	3603246	+	282	378
PFLU_3253	NC_012660.1	3603412	3604353	+	942	242
PFLU_3255	NC_012660.1	3604696	3605823	+	1128	65
PFLU_3256	NC_012660.1	3605845	3607008	-	1164	290
PFLU_3257	NC_012660.1	3607083	3607850	+	768	210
PFLU_3258	NC_012660.1	3608010	3609824	-	1815	208
PFLU_3259	NC_012660.1	3609962	3610360	-	399	28
PFLU_3260	NC_012660.1	3610421	3611299	-	879	1144
PFLU_3261	NC_012660.1	3611412	3612323	+	912	58
PFLU_3262	NC_012660.1	3612309	3613778	-	1470	67
PFLU_3263	NC_012660.1	3613790	3615019	-	1230	48
PFLU_3264	NC_012660.1	3615033	3615962	-	930	209
PFLU_3265	NC_012660.1	3616034	3617023	-	990	211
PFLU_3267	NC_012660.1	3617195	3617626	-	432	31
PFLU_3268	NC_012660.1	3617802	3618704	-	903	248
PFLU_3269	NC_012660.1	3618884	3619549	+	666	19
PFLU_3270	NC_012660.1	3619549	3620316	+	768	16
PFLU_3271	NC_012660.1	3620325	3621782	+	1458	269
PFLU_3272	NC_012660.1	3621836	3622690	+	855	30
PFLU_3273	NC_012660.1	3622739	3623128	+	390	45
PFLU_3274	NC_012660.1	3623182	3624483	+	1302	152
PFLU_3275	NC_012660.1	3624500	3625300	+	801	30
PFLU_3276	NC_012660.1	3625318	3626118	+	801	29
PFLU_3277	NC_012660.1	3626553	3626972	-	420	86
PFLU_3278	NC_012660.1	3627210	3628505	+	1296	39
PFLU_3279	NC_012660.1	3628540	3628902	+	363	13
PFLU_3280	NC_012660.1	3628963	3629619	+	657	51
PFLU_3281	NC_012660.1	3629669	3630526	+	858	19
PFLU_3282	NC_012660.1	3630522	3631319	+	798	24
PFLU_3283	NC_012660.1	3631348	3632082	+	735	94
PFLU_3284	NC_012660.1	3632711	3633292	-	582	111
PFLU_3285	NC_012660.1	3633310	3634269	-	960	671
PFLU_3286	NC_012660.1	3634389	3635006	-	618	390
PFLU_3287	NC_012660.1	3634954	3636450	-	1497	357
PFLU_3288	NC_012660.1	3636753	3638078	+	1326	224
PFLU_3289	NC_012660.1	3638513	3639439	-	927	34
PFLU_3290	NC_012660.1	3639500	3640666	-	1167	36
PFLU_3291	NC_012660.1	3640929	3642413	+	1485	528
PFLU_3292	NC_012660.1	3642841	3643881	-	1041	195
PFLU_3293	NC_012660.1	3644118	3645176	+	1059	132
PFLU_3294	NC_012660.1	3645209	3646156	+	948	80
PFLU_3295	NC_012660.1	3646169	3646879	-	711	1089
PFLU_3296	NC_012660.1	3646958	3648703	-	1746	118
PFLU_3297	NC_012660.1	3648737	3649975	-	1239	221
PFLU_3298	NC_012660.1	3649975	3651741	-	1767	316
PFLU_3299	NC_012660.1	3651913	3653358	-	1446	201
PFLU_3300	NC_012660.1	3653438	3654265	-	828	103
PFLU_3301	NC_012660.1	3654478	3654963	+	486	94
PFLU_3302	NC_012660.1	3654975	3656297	-	1323	43
PFLU_3303	NC_012660.1	3656606	3657811	+	1206	191
PFLU_3304	NC_012660.1	3657795	3658739	-	945	317
PFLU_3305	NC_012660.1	3658824	3659588	-	765	249
PFLU_3306	NC_012660.1	3659681	3661153	-	1473	47
PFLU_3307	NC_012660.1	3661423	3663180	+	1758	496
PFLU_3308	NC_012660.1	3663282	3663890	+	609	395
PFLU_3309	NC_012660.1	3664090	3665190	-	1101	115
PFLU_3310	NC_012660.1	3665234	3666634	-	1401	63
PFLU_3311	NC_012660.1	3666687	3667922	-	1236	105
PFLU_3312	NC_012660.1	3668188	3668790	+	603	248
PFLU_3313	NC_012660.1	3668857	3669444	-	588	510
PFLU_3314	NC_012660.1	3669447	3670166	-	720	709
PFLU_3315	NC_012660.1	3670177	3670992	-	816	26
PFLU_3316	NC_012660.1	3671015	3671905	-	891	64
PFLU_3317	NC_012660.1	3671905	3672870	-	966	45
PFLU_3318	NC_012660.1	3672947	3673972	-	1026	39
PFLU_3319	NC_012660.1	3674157	3675071	+	915	42
PFLU_3320	NC_012660.1	3675204	3675692	+	489	136
PFLU_3321	NC_012660.1	3675714	3677774	-	2061	1731
PFLU_3322	NC_012660.1	3678032	3678793	-	762	196
PFLU_3323	NC_012660.1	3678981	3680603	+	1623	804
PFLU_3324	NC_012660.1	3680621	3681544	+	924	483
PFLU_3325	NC_012660.1	3681590	3682534	+	945	1118
PFLU_3326	NC_012660.1	3682597	3684165	+	1569	671
PFLU_3327	NC_012660.1	3684172	3685407	+	1236	583
PFLU_3328	NC_012660.1	3685586	3686722	-	1137	175
PFLU_3329	NC_012660.1	3686908	3687531	-	624	144
PFLU_3330	NC_012660.1	3688242	3689144	+	903	211
PFLU_3331	NC_012660.1	3689223	3690047	+	825	70
PFLU_3332	NC_012660.1	3690080	3690838	+	759	134
PFLU_3333	NC_012660.1	3690883	3691125	+	243	44
PFLU_3334	NC_012660.1	3691291	3691878	-	588	297
PFLU_3335	NC_012660.1	3692045	3693142	+	1098	357
PFLU_3336	NC_012660.1	3693198	3693983	+	786	991
PFLU_3338	NC_012660.1	3694643	3695638	+	996	26
PFLU_3339	NC_012660.1	3695691	3696512	+	822	33
PFLU_3341	NC_012660.1	3697060	3697761	-	702	116
PFLU_3342	NC_012660.1	3697778	3698467	-	690	164
PFLU_3342A	NC_012660.1	3698769	3699563	-	795	562
PFLU_3343	NC_012660.1	3699870	3700607	+	738	173
PFLU_3344	NC_012660.1	3700656	3701204	+	549	24
PFLU_3345	NC_012660.1	3701236	3701637	-	402	38
PFLU_3345A	NC_012660.1	3702013	3702621	-	609	55
PFLU_3347	NC_012660.1	3703019	3703987	+	969	137
PFLU_3348	NC_012660.1	3704139	3704810	-	672	278
PFLU_3349	NC_012660.1	3704810	3705265	-	456	723
PFLU_3350	NC_012660.1	3705501	3706091	-	591	856
PFLU_3351	NC_012660.1	3706419	3708119	-	1701	446
PFLU_3353	NC_012660.1	3709024	3711306	-	2283	582
PFLU_3354	NC_012660.1	3711544	3711921	+	378	404
PFLU_3355	NC_012660.1	3711943	3712128	-	186	32
PFLU_3356	NC_012660.1	3712254	3713177	-	924	141
PFLU_3357	NC_012660.1	3713296	3714288	+	993	19
PFLU_3358	NC_012660.1	3714593	3716584	+	1992	290
PFLU_3359	NC_012660.1	3716678	3717133	+	456	304
PFLU_3360	NC_012660.1	3717247	3717690	+	444	209
PFLU_3361	NC_012660.1	3717690	3718130	+	441	70
PFLU_3362	NC_012660.1	3718178	3719176	+	999	141
PFLU_3363	NC_012660.1	3719206	3720156	+	951	695
PFLU_3364	NC_012660.1	3720747	3722213	+	1467	5007
PFLU_3365	NC_012660.1	3722237	3723979	+	1743	2353
PFLU_3366	NC_012660.1	3723979	3726060	+	2082	1092
PFLU_3367	NC_012660.1	3726060	3728807	+	2748	1980
PFLU_3369	NC_012660.1	3729226	3731382	+	2157	4554
PFLU_3370	NC_012660.1	3731369	3732382	+	1014	4168
PFLU_3371	NC_012660.1	3732382	3733137	+	756	991
PFLU_3372	NC_012660.1	3733137	3733733	+	597	715
PFLU_3373	NC_012660.1	3733733	3734389	+	657	1508
PFLU_3374	NC_012660.1	3734561	3735328	+	768	69
PFLU_3375	NC_012660.1	3735438	3736865	-	1428	168
PFLU_3376	NC_012660.1	3736924	3737955	-	1032	59
PFLU_3377	NC_012660.1	3738077	3738565	+	489	175
PFLU_3378	NC_012660.1	3738741	3740900	+	2160	631
PFLU_3379	NC_012660.1	3741083	3742576	+	1494	107
PFLU_3380	NC_012660.1	3742596	3743462	-	867	61
PFLU_3381	NC_012660.1	3743723	3744595	+	873	66
PFLU_3382	NC_012660.1	3744868	3745800	+	933	26
PFLU_3383	NC_012660.1	3745953	3747287	+	1335	117
PFLU_3384	NC_012660.1	3747421	3747870	+	450	188
PFLU_3385	NC_012660.1	3748042	3748395	+	354	166
PFLU_3386	NC_012660.1	3748745	3749233	+	489	143
PFLU_3387	NC_012660.1	3749300	3749539	-	240	36
PFLU_3388	NC_012660.1	3749796	3751502	+	1707	83
PFLU_3389	NC_012660.1	3751825	3752265	+	441	305
PFLU_3390	NC_012660.1	3752366	3752842	+	477	78
PFLU_3391	NC_012660.1	3752842	3754470	+	1629	245
PFLU_3392	NC_012660.1	3754493	3755554	+	1062	296
PFLU_3393	NC_012660.1	3755554	3755976	+	423	98
PFLU_3394	NC_012660.1	3756208	3756936	+	729	965
PFLU_3395	NC_012660.1	3757055	3757462	-	408	122
PFLU_3396	NC_012660.1	3757829	3758101	-	273	16
PFLU_3397	NC_012660.1	3758180	3758644	-	465	32
PFLU_3398	NC_012660.1	3758852	3759277	+	426	36
PFLU_3399	NC_012660.1	3760168	3761124	+	957	245
PFLU_3400	NC_012660.1	3761446	3761625	-	180	39
PFLU_3401	NC_012660.1	3762009	3762488	+	480	300
PFLU_3402	NC_012660.1	3762491	3763384	-	894	178
PFLU_3403	NC_012660.1	3763593	3764981	+	1389	140
PFLU_3405	NC_012660.1	3765277	3766137	+	861	127
PFLU_3406	NC_012660.1	3766258	3767631	+	1374	881
PFLU_3407	NC_012660.1	3767631	3768794	+	1164	345
PFLU_3408	NC_012660.1	3769041	3771236	-	2196	880
PFLU_3409	NC_012660.1	3771400	3772962	+	1563	65
PFLU_3410	NC_012660.1	3773047	3774447	-	1401	31
PFLU_3411	NC_012660.1	3774578	3775051	+	474	53
PFLU_3412	NC_012660.1	3775241	3776515	+	1275	58
PFLU_3413	NC_012660.1	3776560	3777390	+	831	22
PFLU_3414	NC_012660.1	3777442	3778164	+	723	76
PFLU_3415	NC_012660.1	3778224	3778781	+	558	317
PFLU_3416	NC_012660.1	3778797	3779042	-	246	20
PFLU_3417	NC_012660.1	3779286	3779975	-	690	44
PFLU_3418	NC_012660.1	3780117	3780677	+	561	77
PFLU_3419	NC_012660.1	3780871	3781923	+	1053	141
PFLU_3420	NC_012660.1	3781937	3782710	+	774	69
PFLU_3421	NC_012660.1	3782716	3783594	+	879	6
PFLU_3422	NC_012660.1	3783620	3784684	+	1065	16
PFLU_3423	NC_012660.1	3784716	3786044	+	1329	34
PFLU_3424	NC_012660.1	3786581	3786940	-	360	5
PFLU_3425	NC_012660.1	3786943	3789489	-	2547	78
PFLU_3426	NC_012660.1	3790049	3794047	+	3999	161
PFLU_3427	NC_012660.1	3794201	3796135	+	1935	104
PFLU_3428	NC_012660.1	3797358	3798107	-	750	140
PFLU_3429	NC_012660.1	3798131	3798607	-	477	92
PFLU_3430	NC_012660.1	3798704	3799732	-	1029	480
PFLU_3431	NC_012660.1	3799907	3800317	+	411	509
PFLU_3432	NC_012660.1	3800317	3801606	+	1290	1727
PFLU_3433	NC_012660.1	3801710	3802648	-	939	181
PFLU_3434	NC_012660.1	3802741	3803712	+	972	24
PFLU_3435	NC_012660.1	3803826	3804743	+	918	160
PFLU_3436	NC_012660.1	3804787	3806187	-	1401	265
PFLU_3437	NC_012660.1	3806334	3806861	-	528	52
PFLU_3438	NC_012660.1	3807016	3808515	+	1500	2827
PFLU_3439	NC_012660.1	3808572	3809075	+	504	221
PFLU_3440	NC_012660.1	3809056	3810000	-	945	344
PFLU_3441	NC_012660.1	3810142	3811161	+	1020	37
PFLU_3442	NC_012660.1	3811161	3812360	+	1200	60
PFLU_3443	NC_012660.1	3812318	3812704	-	387	82
PFLU_3444	NC_012660.1	3812739	3815309	+	2571	191
PFLU_3445	NC_012660.1	3815316	3816086	-	771	78
PFLU_3446	NC_012660.1	3816233	3817441	+	1209	194
PFLU_3447	NC_012660.1	3817575	3818696	+	1122	127
PFLU_3448	NC_012660.1	3818829	3819992	+	1164	414
PFLU_3450	NC_012660.1	3820912	3821331	-	420	3
PFLU_3451	NC_012660.1	3821327	3821659	-	333	10
